repaymentId,loanAccountNo,customerId,customerName,mobileNumber,email,branchCode,ifscCode,paymentMode,amount,penaltyAmount,totalAmount,status,paymentDate,dueDate,referenceNumber,remarks
RPY002063,LN787929,CUST99054,Aarav Sekhon,6691083234,ayush49@example.com,BR522,SBIN0569892,UPI,30178.0,1996.71,32174.71,PENDING,2026-02-01,2026-01-01,REF40788946,Manual verification required
RPY002064,LN151307,CUST74387,Yatin Banik,7860870456,parmarradha@example.com,BR823,SBIN0275916,NEFT,30130.59,551.72,30682.31,INVALID,2026-05-26,2026-05-12,REF30068979,Transaction failed at gateway
RPY002065,LN795235,CUST64388,Abeer Kothari,7737808143,charita54@example.org,BR723,SBIN0253845,UPI,20062.52,867.34,20929.86,PENDING,2026-02-01,2025-12-20,REF47316331,Delayed payment
RPY002066,LN776552,CUST10417,Girish Dara,9898973950,bkorpal@example.com,BR161,SBIN0601269,CASH,2657.91,1692.53,4350.44,FAILED,2026-05-11,2026-05-01,REF27788991,Payment received successfully
RPY002067,LN884344,CUST78923,Orinder Rana,7256390960,maneanmol@example.com,BR969,SBIN0546580,IMPS,5041.8,422.97,5464.77,INVALID,2026-05-12,2026-04-23,REF67718689,Transaction failed at gateway
RPY002068,LN615485,CUST40071,Inaya Varma,9459936892,choudhurysathvik@example.net,BR537,SBIN0831321,CHEQUE,9484.22,1634.56,11118.78,PENDING,2026-04-16,2026-03-25,REF64155597,
RPY002069,LN583623,CUST39885,Yashodhara Gokhale,9720784720,widisha39@example.org,BR191,SBIN0505019,IMPS,18725.36,1508.94,20234.3,PENDING,2026-01-07,2025-12-16,REF67784030,Transaction failed at gateway
RPY002070,LN683052,CUST80798,Madhav Shukla,9028060910,laksh84@example.org,BR648,SBIN0418861,NEFT,4071.84,925.44,4997.28,FAILED,2026-02-01,2026-01-29,REF57204978,Customer requested reversal
RPY002071,LN995293,CUST76720,Onkar Pillay,6489473221,handaaishani@example.org,BR368,SBIN0237275,CHEQUE,12908.1,61.96,12970.06,INVALID,2026-05-14,2026-05-07,REF18568374,
RPY002072,LN658057,CUST68965,Yashoda Devi,8642085646,samargandhi@example.net,BR884,SBIN0596768,CASH,40486.41,1302.6,41789.01,REVERSED,2026-01-20,2025-12-26,REF16700932,Manual verification required
RPY002073,LN410323,CUST64236,Wahab Nanda,7796593705,ohayre@example.org,BR647,SBIN0539487,IMPS,22957.36,1377.4,24334.76,SUCCESS,2026-04-29,2026-03-15,REF53856353,Customer requested reversal
RPY002074,LN267379,CUST78498,Harita Wason,8008360520,chameli17@example.net,BR933,SBIN0457811,NEFT,30365.87,1949.77,32315.64,SUCCESS,2026-04-11,2026-03-29,REF22015724,Manual verification required
RPY002075,LN711186,CUST72359,Niharika Saini,7419027806,siddharthshetty@example.net,BR729,SBIN0623037,UPI,5020.02,983.4,6003.42,PENDING,2026-02-11,2026-02-04,REF70386102,Customer requested reversal
RPY002076,LN441149,CUST92296,Sneha Tank,9271875020,elijah62@example.com,BR163,SBIN0814017,IMPS,2297.57,146.16,2443.73,SUCCESS,2026-06-22,2026-06-16,REF53200833,Transaction failed at gateway
RPY002077,LN384297,CUST47004,Gayathri Bahri,6476852641,imaran68@example.org,BR894,SBIN0208346,CHEQUE,46160.57,111.37,46271.94,SUCCESS,2026-03-11,2026-02-05,REF79245878,
RPY002078,LN892487,CUST60757,Aarav Venkataraman,6840534979,ekarajpillay@example.com,BR570,SBIN0567288,CASH,36283.03,243.16,36526.19,PENDING,2026-01-26,2025-12-29,REF61612497,Payment received successfully
RPY002079,LN534527,CUST75666,Edhitha Dutt,7642459590,idikadada@example.net,BR613,SBIN0803699,NEFT,45849.99,1654.0,47503.99,REVERSED,2026-03-24,2026-02-28,REF88986021,Transaction failed at gateway
RPY002080,LN728865,CUST71646,Geetika Sarin,8321858286,brinda98@example.net,BR710,SBIN0620441,CHEQUE,35142.58,1157.37,36299.95,INVALID,2026-03-17,2026-02-05,REF10474732,Transaction failed at gateway
RPY002081,LN593915,CUST39962,Kritika Dayal,7841335982,yashica44@example.org,BR245,SBIN0268071,UPI,5821.53,1435.93,7257.46,FAILED,2026-05-30,2026-04-16,REF35501458,Customer requested reversal
RPY002082,LN242548,CUST36207,Gunbir Sani,8305977197,udarshraghavan@example.org,BR216,SBIN0326213,CHEQUE,46921.53,1904.19,48825.72,INVALID,2026-05-16,2026-05-02,REF19906947,Transaction failed at gateway
RPY002083,LN496510,CUST19399,Teerth Warrior,8456637724,calebraghavan@example.net,BR631,SBIN0128540,NEFT,24305.75,877.69,25183.44,REVERSED,2026-01-22,2026-01-14,REF79009214,Manual verification required
RPY002084,LN729508,CUST26264,Ria Venkatesh,6249544002,trivedidarpan@example.net,BR153,SBIN0689206,CASH,26418.04,1954.84,28372.88,REVERSED,2026-06-04,2026-05-16,REF25649059,Payment received successfully
RPY002085,LN882312,CUST28238,Yoshita Batta,7488827588,atioommen@example.org,BR771,SBIN0529115,NETBANKING,27782.81,1309.21,29092.02,REVERSED,2026-04-21,2026-04-02,REF99063627,Auto-debit processed
RPY002086,LN806356,CUST95749,Agastya Sarin,7512898251,gamble@example.net,BR253,SBIN0194840,NEFT,42254.5,387.24,42641.74,PENDING,2026-03-10,2026-02-04,REF91041457,Auto-debit processed
RPY002087,LN240997,CUST78940,Warhi Mann,6164333353,xbhardwaj@example.net,BR548,SBIN0198860,CHEQUE,17135.31,110.41,17245.72,REVERSED,2026-01-11,2025-12-21,REF92774015,Transaction failed at gateway
RPY002088,LN437878,CUST64344,Ijaya Sant,7224017974,unnibuch@example.com,BR651,SBIN0691655,CASH,48282.51,1469.3,49751.81,FAILED,2026-04-03,2026-03-02,REF21192795,
RPY002089,LN296808,CUST77994,Atharv Palla,6404113175,kadeonveer@example.com,BR587,SBIN0769612,NEFT,33873.69,106.15,33979.84,SUCCESS,2026-04-01,2026-03-11,REF92112831,Auto-debit processed
RPY002090,LN495410,CUST51858,Chatresh Bhasin,7962849041,schakraborty@example.net,BR129,SBIN0203523,NEFT,13101.13,379.97,13481.1,REVERSED,2026-02-13,2026-01-18,REF53924994,Auto-debit processed
RPY002091,LN180547,CUST48239,Jyoti Agarwal,9009061343,asandhu@example.com,BR780,SBIN0542956,CASH,47936.6,1575.43,49512.03,REVERSED,2026-05-31,2026-05-31,REF42398261,Delayed payment
RPY002092,LN277808,CUST57140,Yasti Jhaveri,9574482094,warhi51@example.com,BR635,SBIN0431840,IMPS,40355.86,283.67,40639.53,INVALID,2026-06-05,2026-05-27,REF84567788,Customer requested reversal
RPY002093,LN308137,CUST45682,Gauri Kunda,8519098323,parmerleena@example.com,BR356,SBIN0425700,NETBANKING,38706.05,780.73,39486.78,REVERSED,2026-05-23,2026-05-15,REF27607924,Delayed payment
RPY002094,LN435718,CUST51260,Jason Kakar,9370368792,bedibalhaar@example.com,BR554,SBIN0743677,NETBANKING,9367.32,1214.06,10581.38,PENDING,2026-05-12,2026-03-30,REF52101881,Delayed payment
RPY002095,LN291488,CUST11921,Ijaya Kapoor,6622571053,patelyash@example.org,BR879,SBIN0235920,CASH,33667.51,776.38,34443.89,PENDING,2026-06-14,2026-05-02,REF23093075,
RPY002096,LN888238,CUST36595,Nidra Char,8370232222,deyayush@example.net,BR713,SBIN0951821,CASH,16627.41,760.26,17387.67,SUCCESS,2026-03-05,2026-03-03,REF79172091,Auto-debit processed
RPY002097,LN941290,CUST97676,Rajata Bahri,9045893466,areddy@example.com,BR239,SBIN0529805,IMPS,5734.71,1058.59,6793.3,PENDING,2026-02-06,2026-01-29,REF66342300,
RPY002098,LN425111,CUST50694,Chaitaly Walla,7678710319,dadamanthan@example.org,BR334,SBIN0998496,IMPS,5350.63,163.96,5514.59,INVALID,2026-06-30,2026-06-20,REF24294847,Customer requested reversal
RPY002099,LN716221,CUST37422,Ekta Tiwari,8315560507,gramaswamy@example.net,BR539,SBIN0982658,NEFT,5067.24,466.32,5533.56,INVALID,2026-01-19,2026-01-01,REF79851025,Manual verification required
RPY002100,LN735944,CUST84548,Sanaya Dash,6770874248,keya78@example.com,BR356,SBIN0697419,CHEQUE,41997.18,530.61,42527.79,FAILED,2026-02-21,2026-02-01,REF64086672,Payment received successfully
RPY002101,LN284324,CUST77234,Dalbir Patla,8771012834,gparikh@example.org,BR249,SBIN0436134,NEFT,37026.43,648.99,37675.42,PENDING,2026-02-01,2026-01-23,REF10589793,Payment received successfully
RPY002102,LN734478,CUST57096,Ekiya Prakash,6232048560,nagarajanmitesh@example.org,BR624,SBIN0111159,NETBANKING,21371.16,877.94,22249.1,FAILED,2026-04-22,2026-04-19,REF25711278,Delayed payment
RPY002103,LN423559,CUST79021,Wakeeta Date,7749937530,tripathidayita@example.org,BR642,SBIN0124480,UPI,42821.98,963.01,43784.99,REVERSED,2026-05-12,2026-04-27,REF78508108,
RPY002104,LN910380,CUST15653,Krisha Dara,9533938612,ayushmandhaliwal@example.net,BR553,SBIN0416459,UPI,38666.89,1703.25,40370.14,PENDING,2026-02-09,2026-01-25,REF18240231,Payment received successfully
RPY002105,LN708573,CUST43890,Omaja Chana,8161878931,zayyan40@example.com,BR244,SBIN0785582,NEFT,10380.03,1352.88,11732.91,PENDING,2026-03-30,2026-02-21,REF23032117,Manual verification required
RPY002106,LN791626,CUST79277,Damyanti Ramesh,9254269480,chopraekantika@example.org,BR577,SBIN0853074,CHEQUE,8976.54,1386.67,10363.21,FAILED,2026-06-02,2026-05-25,REF67385230,Customer requested reversal
RPY002107,LN692835,CUST23308,Meera Kapadia,7347623991,nagikrisha@example.net,BR272,SBIN0274982,UPI,12294.76,1845.96,14140.72,PENDING,2026-02-08,2026-01-16,REF76863907,Manual verification required
RPY002108,LN310854,CUST23619,Rajata Gara,9926795669,xpalan@example.org,BR101,SBIN0556853,NETBANKING,4962.59,1292.48,6255.07,FAILED,2026-01-13,2026-01-04,REF58314607,Payment received successfully
RPY002109,LN505535,CUST21789,Sara Palla,6960930947,ekiyadivan@example.org,BR863,SBIN0680529,NETBANKING,23775.69,972.09,24747.78,FAILED,2026-06-17,2026-05-20,REF21178642,Payment received successfully
RPY002110,LN586667,CUST37484,Fiyaz Zachariah,6110305993,bahadurjit99@example.org,BR922,SBIN0422737,IMPS,44488.53,963.91,45452.44,FAILED,2026-02-21,2026-02-21,REF48972889,Manual verification required
RPY002111,LN108619,CUST29555,Jatin Venkataraman,7087431615,chadadarika@example.org,BR653,SBIN0832533,CASH,24211.56,1076.38,25287.94,REVERSED,2026-03-16,2026-02-25,REF68903288,Payment received successfully
RPY002112,LN905607,CUST42750,Noah Chana,9457718494,saanvipandey@example.net,BR587,SBIN0205682,NETBANKING,27369.34,1300.8,28670.14,INVALID,2026-03-08,2026-03-05,REF18082445,Delayed payment
RPY002113,LN387213,CUST90883,Harsh Varma,8737560089,qsrinivasan@example.org,BR766,SBIN0542178,UPI,16335.66,344.87,16680.53,REVERSED,2026-05-09,2026-04-21,REF38905408,Manual verification required
RPY002114,LN634044,CUST94687,Pahal Ramesh,8799056396,ireddy@example.com,BR936,SBIN0324603,CHEQUE,15139.64,1929.61,17069.25,FAILED,2026-04-01,2026-02-19,REF18434127,Auto-debit processed
RPY002115,LN492055,CUST81161,Bhavika Mahal,8757961876,samrashivansh@example.net,BR957,SBIN0390962,UPI,32209.18,1419.94,33629.12,FAILED,2026-01-25,2025-12-18,REF93973925,Delayed payment
RPY002116,LN991519,CUST76729,Yasti Venkataraman,8181269454,leena16@example.org,BR143,SBIN0420975,NEFT,2136.85,1886.78,4023.63,INVALID,2026-01-26,2025-12-22,REF70344645,Auto-debit processed
RPY002117,LN866012,CUST41671,Ekavir Sinha,6513698609,rajagopalamruta@example.org,BR859,SBIN0309571,NEFT,28383.33,1188.48,29571.81,FAILED,2026-03-21,2026-02-06,REF79192015,Payment received successfully
RPY002118,LN335222,CUST18297,Nilima Merchant,7530627168,sarkarhredhaan@example.net,BR792,SBIN0336491,NETBANKING,16772.13,1074.97,17847.1,INVALID,2026-05-10,2026-04-04,REF42430104,
RPY002119,LN382257,CUST75104,Ronith Manne,7459458851,comarwarjas@example.org,BR235,SBIN0123191,IMPS,8589.06,1488.01,10077.07,INVALID,2026-05-23,2026-04-26,REF67530004,Customer requested reversal
RPY002120,LN952140,CUST77751,Vidhi Varghese,6003432028,mahajanamaira@example.net,BR453,SBIN0114726,CHEQUE,33963.9,1124.84,35088.74,REVERSED,2026-01-09,2025-12-08,REF43709244,Customer requested reversal
RPY002121,LN316181,CUST85573,Ijaya Zacharia,8762550389,ikshita11@example.org,BR129,SBIN0294286,CHEQUE,2811.36,636.58,3447.94,REVERSED,2026-03-07,2026-02-11,REF72239440,Transaction failed at gateway
RPY002122,LN892450,CUST93637,Xavier Sharaf,8724413910,arjun11@example.org,BR831,SBIN0112589,IMPS,38171.27,1231.72,39402.99,INVALID,2026-01-01,2025-12-09,REF16687691,
RPY002123,LN172684,CUST22915,Raghav Dyal,8166103069,hritiknazareth@example.net,BR169,SBIN0752131,CASH,45515.85,251.71,45767.56,INVALID,2026-05-12,2026-05-11,REF19071173,Auto-debit processed
RPY002124,LN864061,CUST64133,Peter Suri,7430390374,tkhatri@example.com,BR776,SBIN0778247,CHEQUE,9031.86,991.32,10023.18,SUCCESS,2026-06-04,2026-05-01,REF42752884,Transaction failed at gateway
RPY002125,LN385436,CUST67075,Harrison Wable,7658079032,zayanbalay@example.net,BR495,SBIN0438579,NEFT,41323.56,875.38,42198.94,INVALID,2026-06-02,2026-04-18,REF58602598,Auto-debit processed
RPY002126,LN861662,CUST19959,Warhi Bhardwaj,8325406949,mayakapur@example.com,BR235,SBIN0489423,CASH,48623.47,1206.46,49829.93,REVERSED,2026-05-18,2026-04-21,REF55460257,Transaction failed at gateway
RPY002127,LN492865,CUST16240,Harsh Seshadri,8952199330,kalpit70@example.com,BR780,SBIN0657954,NEFT,12204.96,154.1,12359.06,SUCCESS,2026-06-04,2026-05-09,REF73415775,Auto-debit processed
RPY002128,LN854092,CUST15873,Atharv Tara,7279057519,kevin73@example.com,BR735,SBIN0184517,CASH,19202.14,324.75,19526.89,PENDING,2026-05-10,2026-04-29,REF23219403,Manual verification required
RPY002129,LN526461,CUST49913,Daksha Kant,7434805400,gayathrisubramanian@example.net,BR977,SBIN0288780,CHEQUE,987.29,346.89,1334.18,INVALID,2026-04-27,2026-03-18,REF76655725,Payment received successfully
RPY002130,LN700299,CUST94577,Mitesh Cheema,8826887937,xalakkrishnamurthy@example.org,BR590,SBIN0799070,NEFT,30749.32,1264.76,32014.08,REVERSED,2026-06-11,2026-05-29,REF74854471,Payment received successfully
RPY002131,LN448757,CUST18232,Zayyan Tiwari,8612429119,revaroy@example.com,BR770,SBIN0625596,NETBANKING,25689.91,1095.71,26785.62,INVALID,2026-04-07,2026-03-31,REF71555947,
RPY002132,LN151382,CUST29596,Sarthak Kaur,7786063452,hayredev@example.org,BR438,SBIN0200736,UPI,43769.47,429.5,44198.97,SUCCESS,2026-06-07,2026-04-30,REF98364540,Payment received successfully
RPY002133,LN785478,CUST54134,Turvi Bal,9546922525,dadatamanna@example.net,BR467,SBIN0220708,CASH,702.1,1071.76,1773.86,FAILED,2026-03-22,2026-02-19,REF23188454,Payment received successfully
RPY002134,LN725250,CUST29461,Chatresh Kaul,9538614582,tarakapoor@example.com,BR647,SBIN0493276,CASH,29652.54,935.63,30588.17,SUCCESS,2026-03-02,2026-02-23,REF80279570,Delayed payment
RPY002135,LN962887,CUST47349,Jeet Puri,6742629077,ranganathanryan@example.com,BR820,SBIN0183657,CASH,24852.2,157.9,25010.1,FAILED,2026-03-30,2026-03-01,REF13586651,Manual verification required
RPY002136,LN590429,CUST84159,Diya Sharma,8579159060,pranitbhargava@example.com,BR270,SBIN0435686,CASH,7331.81,1332.39,8664.2,REVERSED,2026-01-22,2025-12-31,REF39072332,
RPY002137,LN939141,CUST87813,Harini Kashyap,6082774900,krishmohanty@example.net,BR506,SBIN0374346,IMPS,22190.29,1549.01,23739.3,SUCCESS,2026-02-18,2026-01-12,REF17267683,Transaction failed at gateway
RPY002138,LN824137,CUST19757,Abhiram Gera,7721997700,ozabishakha@example.com,BR416,SBIN0271725,IMPS,28677.3,1093.16,29770.46,REVERSED,2026-01-26,2026-01-09,REF15611812,Customer requested reversal
RPY002139,LN635639,CUST15990,Meera Kara,8210052598,duabachittar@example.net,BR326,SBIN0338686,UPI,22852.1,1695.91,24548.01,SUCCESS,2026-04-13,2026-03-15,REF20375642,
RPY002140,LN199534,CUST78182,Chavvi Sachdev,8279889371,brijesh47@example.org,BR595,SBIN0483399,UPI,31244.6,40.87,31285.47,FAILED,2026-04-02,2026-02-17,REF72119787,Delayed payment
RPY002141,LN218521,CUST65589,Abhiram Sarin,9584295656,dseth@example.net,BR694,SBIN0523849,CASH,8951.47,291.48,9242.95,INVALID,2026-01-10,2025-12-17,REF37301269,Customer requested reversal
RPY002142,LN873288,CUST82005,Ronith Bera,6170991054,fprabhakar@example.net,BR202,SBIN0224400,UPI,42325.71,603.5,42929.21,SUCCESS,2026-04-16,2026-03-18,REF74738169,Payment received successfully
RPY002143,LN412945,CUST34543,Yash Lal,8931267855,danielyogi@example.com,BR363,SBIN0213780,NETBANKING,1012.98,769.64,1782.62,SUCCESS,2026-04-05,2026-02-19,REF39685333,Manual verification required
RPY002144,LN155119,CUST95022,Sachi Deshpande,8351479506,omparsa@example.org,BR709,SBIN0812171,CHEQUE,7215.87,1511.06,8726.93,PENDING,2026-01-23,2026-01-10,REF17749185,Transaction failed at gateway
RPY002145,LN293118,CUST59665,Sanya Ben,6126094498,hlall@example.org,BR183,SBIN0891968,CHEQUE,11463.75,566.44,12030.19,INVALID,2026-01-11,2025-12-14,REF36372409,Customer requested reversal
RPY002146,LN302130,CUST36483,Raghav Khurana,6215765527,wyatt28@example.org,BR493,SBIN0619616,CASH,9262.54,1552.36,10814.9,REVERSED,2026-02-20,2026-01-21,REF28488312,
RPY002147,LN773878,CUST27182,Bhanumati Taneja,9261981464,chaturagade@example.org,BR870,SBIN0988490,CHEQUE,7899.06,978.84,8877.9,FAILED,2026-02-14,2026-02-14,REF99261307,Manual verification required
RPY002148,LN772545,CUST19195,David Mohan,8146902817,anusha40@example.net,BR172,SBIN0156838,NEFT,3397.14,1837.78,5234.92,INVALID,2026-05-18,2026-04-11,REF92502409,Transaction failed at gateway
RPY002149,LN691115,CUST54223,Sanaya Agarwal,6121239474,fgarg@example.com,BR946,SBIN0239890,NETBANKING,28281.61,216.77,28498.38,FAILED,2026-03-17,2026-02-25,REF93857183,
RPY002150,LN818082,CUST93116,Yuvraj Chhabra,8120305894,jyotitella@example.com,BR306,SBIN0170161,UPI,33306.24,627.77,33934.01,REVERSED,2026-01-19,2026-01-05,REF32263227,Delayed payment
RPY002151,LN978459,CUST61543,Dhruv Patil,9013321070,sathvikmallick@example.org,BR697,SBIN0996655,IMPS,36502.96,914.69,37417.65,INVALID,2026-03-23,2026-02-22,REF74564259,Payment received successfully
RPY002152,LN827534,CUST91605,Imaran Murthy,7530908892,madhavi60@example.net,BR498,SBIN0557528,CASH,15126.34,492.24,15618.58,INVALID,2026-02-05,2026-01-17,REF73342637,Customer requested reversal
RPY002153,LN864283,CUST34383,Faraj Krishnan,6040694818,comarnisha@example.com,BR811,SBIN0252436,UPI,10828.94,1379.45,12208.39,PENDING,2026-03-13,2026-01-29,REF70465690,
RPY002154,LN360098,CUST67050,Frado Modi,7778941837,pyogi@example.org,BR775,SBIN0647587,NETBANKING,49167.88,1785.61,50953.49,FAILED,2026-02-25,2026-01-16,REF54995235,Delayed payment
RPY002155,LN577028,CUST49102,Divya Ramachandran,6972844186,calebnagar@example.net,BR809,SBIN0285766,UPI,17482.9,1276.56,18759.46,REVERSED,2026-04-30,2026-04-26,REF83209504,Delayed payment
RPY002156,LN923849,CUST81634,Oscar Shah,8040736436,elijahsarma@example.com,BR844,SBIN0309265,NEFT,36940.71,953.3,37894.01,SUCCESS,2026-03-11,2026-02-14,REF79085856,Delayed payment
RPY002157,LN208283,CUST15078,Quincy Ghose,6882476017,jatin87@example.net,BR829,SBIN0334517,CHEQUE,45381.85,1181.62,46563.47,PENDING,2026-06-10,2026-05-01,REF73675888,Auto-debit processed
RPY002158,LN499170,CUST40036,Sudiksha Kapoor,8275701640,nathan84@example.org,BR676,SBIN0810267,CASH,27279.96,1255.15,28535.11,FAILED,2026-04-10,2026-02-28,REF65908781,Payment received successfully
RPY002159,LN504803,CUST87150,Bhavna Ray,6249765896,jraja@example.org,BR461,SBIN0399135,NETBANKING,40690.07,554.19,41244.26,INVALID,2026-06-12,2026-05-14,REF75639696,Payment received successfully
RPY002160,LN702443,CUST16335,Edhitha Pathak,7996817514,zayandutt@example.com,BR655,SBIN0937430,NETBANKING,36083.85,994.55,37078.4,INVALID,2026-06-21,2026-06-09,REF68573905,Manual verification required
RPY002161,LN647240,CUST39720,Chanchal Samra,9590807320,calebravi@example.com,BR250,SBIN0301493,NETBANKING,12976.32,1880.45,14856.77,PENDING,2026-04-19,2026-04-14,REF84780294,Delayed payment
RPY002162,LN543376,CUST90151,Aarini Khosla,9434256847,zayan51@example.net,BR983,SBIN0191195,NETBANKING,6495.4,1341.6,7837.0,REVERSED,2026-01-13,2025-12-31,REF63468775,Transaction failed at gateway
RPY002163,LN960641,CUST86467,Ishanvi Dutta,6012559123,rrau@example.com,BR831,SBIN0222930,UPI,18882.66,1424.16,20306.82,PENDING,2026-06-20,2026-06-02,REF12677856,Payment received successfully
RPY002164,LN321023,CUST21483,Lila Shroff,8854128205,oiyengar@example.net,BR742,SBIN0455223,IMPS,40027.65,372.83,40400.48,REVERSED,2026-03-03,2026-02-18,REF80366560,Delayed payment
RPY002165,LN139403,CUST67364,Pranit Wali,9796978774,mugdhabali@example.net,BR620,SBIN0920509,CHEQUE,14163.67,236.6,14400.27,INVALID,2026-01-04,2026-01-04,REF79779310,
RPY002166,LN970485,CUST93121,Ekapad Pillay,9185779540,ggola@example.net,BR701,SBIN0467407,CHEQUE,44122.49,322.76,44445.25,INVALID,2026-06-28,2026-06-05,REF72577343,Auto-debit processed
RPY002167,LN538152,CUST65684,Hemal Sankar,8496851845,elijahnarasimhan@example.net,BR186,SBIN0234190,NETBANKING,4559.02,1595.45,6154.47,PENDING,2026-03-20,2026-02-18,REF85644924,Payment received successfully
RPY002168,LN798518,CUST95785,Raghav Deol,9135511920,gaurav38@example.com,BR415,SBIN0638676,CHEQUE,26783.08,230.57,27013.65,SUCCESS,2026-05-10,2026-05-08,REF56693418,Payment received successfully
RPY002169,LN415006,CUST58894,Prisha Kalla,6142497146,fram@example.com,BR675,SBIN0769230,UPI,15100.94,512.98,15613.92,FAILED,2026-02-15,2026-02-14,REF12191300,Auto-debit processed
RPY002170,LN813646,CUST16591,Joshua Kulkarni,9130413666,jagdishtella@example.net,BR476,SBIN0845164,NEFT,26903.31,916.23,27819.54,FAILED,2026-03-25,2026-02-11,REF92994155,Customer requested reversal
RPY002171,LN275524,CUST31833,Bahadurjit Mital,6932817911,rattawilliam@example.org,BR123,SBIN0160513,NEFT,626.82,1453.81,2080.63,REVERSED,2026-01-30,2026-01-29,REF38052270,Customer requested reversal
RPY002172,LN792007,CUST49429,Vasana Biswas,7013224460,ddyal@example.com,BR534,SBIN0354674,IMPS,18968.6,1773.21,20741.81,INVALID,2026-06-27,2026-05-22,REF27112361,Auto-debit processed
RPY002173,LN852238,CUST84893,Umang Srinivas,9453127995,luckybobal@example.com,BR860,SBIN0964809,CASH,21062.34,1602.67,22665.01,SUCCESS,2026-01-28,2026-01-12,REF88558690,
RPY002174,LN212777,CUST22466,Charita Wason,8878151972,tanvisuresh@example.org,BR835,SBIN0468251,NETBANKING,31309.27,1389.31,32698.58,INVALID,2026-02-14,2026-02-10,REF71920999,Transaction failed at gateway
RPY002175,LN557963,CUST80919,Jack Sem,8111170272,upmaprabhakar@example.com,BR611,SBIN0473478,NETBANKING,48801.66,1072.73,49874.39,INVALID,2026-04-20,2026-03-08,REF65226756,Delayed payment
RPY002176,LN940456,CUST19508,Andrew Bava,8319969970,datwal@example.org,BR724,SBIN0329541,CASH,2314.36,1316.9,3631.26,INVALID,2026-06-30,2026-06-24,REF77821456,Manual verification required
RPY002177,LN335596,CUST76035,Laksh Dutta,7604817616,damini50@example.com,BR300,SBIN0501867,CASH,17024.9,234.7,17259.6,REVERSED,2026-06-24,2026-05-18,REF21269830,Transaction failed at gateway
RPY002178,LN157291,CUST69826,Bhavika Mann,8611524177,uchawla@example.com,BR227,SBIN0958401,CHEQUE,11141.69,1037.84,12179.53,INVALID,2026-06-15,2026-05-05,REF31274641,Transaction failed at gateway
RPY002179,LN326996,CUST92938,Ijaya Pandit,8564635201,ramsaumya@example.net,BR958,SBIN0524347,NEFT,49394.27,1983.21,51377.48,INVALID,2026-01-25,2025-12-28,REF93536945,Transaction failed at gateway
RPY002180,LN868584,CUST76241,Maanas Rao,6170726465,lyohannan@example.com,BR764,SBIN0700178,CASH,47327.41,1112.71,48440.12,FAILED,2026-04-21,2026-03-16,REF98557930,Delayed payment
RPY002181,LN167006,CUST89400,George Vala,7233103492,chandran61@example.com,BR162,SBIN0299040,CASH,48848.73,1867.14,50715.87,REVERSED,2026-05-31,2026-05-12,REF18830943,Transaction failed at gateway
RPY002182,LN918676,CUST78735,Oscar Barad,7340126905,zbose@example.org,BR249,SBIN0823996,IMPS,16853.1,327.07,17180.17,FAILED,2026-01-15,2026-01-05,REF27200661,
RPY002183,LN151970,CUST67090,Raksha Chawla,9383438186,dewantarak@example.net,BR416,SBIN0716467,CASH,22536.59,574.4,23110.99,PENDING,2026-05-23,2026-05-04,REF24339379,
RPY002184,LN388248,CUST26968,Kamala Chadha,7948694855,djoshi@example.net,BR934,SBIN0205893,UPI,16803.6,71.17,16874.77,SUCCESS,2026-01-24,2025-12-31,REF13018214,Transaction failed at gateway
RPY002185,LN473390,CUST27432,Leela Sami,6444307447,tkumer@example.net,BR846,SBIN0266032,CASH,1060.51,1060.58,2121.09,SUCCESS,2026-04-26,2026-04-09,REF16883020,Manual verification required
RPY002186,LN674257,CUST23165,Samaksh Zacharia,6915500744,kamala84@example.org,BR186,SBIN0960610,CHEQUE,44646.42,279.94,44926.36,PENDING,2026-02-21,2026-01-26,REF74987520,
RPY002187,LN692472,CUST63957,Aishani Ravel,8507102609,hamsinipant@example.net,BR776,SBIN0487588,CHEQUE,29270.24,1467.37,30737.61,SUCCESS,2026-03-19,2026-02-06,REF81402894,Delayed payment
RPY002188,LN376645,CUST67059,Faris Patla,6871495828,yashawinimurthy@example.com,BR638,SBIN0940422,CASH,41835.53,1909.54,43745.07,FAILED,2026-05-16,2026-04-27,REF97199776,Transaction failed at gateway
RPY002189,LN472097,CUST50463,Ubika Cheema,8871534198,basakdominic@example.com,BR381,SBIN0192549,IMPS,6199.21,193.13,6392.34,PENDING,2026-03-23,2026-02-25,REF42671366,Delayed payment
RPY002190,LN674291,CUST91970,Libni Lall,6133859485,karanghose@example.org,BR621,SBIN0450245,NETBANKING,31758.46,833.93,32592.39,REVERSED,2026-04-08,2026-03-15,REF77445218,Payment received successfully
RPY002191,LN988390,CUST94250,Inaya Sinha,7743308049,matthew22@example.net,BR414,SBIN0687335,NEFT,22951.87,807.49,23759.36,REVERSED,2026-06-29,2026-06-10,REF87167670,Payment received successfully
RPY002192,LN363180,CUST77774,Anmol Krishna,8354643548,amara88@example.com,BR853,SBIN0321743,CHEQUE,31965.58,1084.83,33050.41,SUCCESS,2026-01-15,2026-01-03,REF30489980,Auto-debit processed
RPY002193,LN845530,CUST67475,Ira Bera,6135855562,enair@example.net,BR767,SBIN0805637,NETBANKING,15546.7,721.78,16268.48,FAILED,2026-04-25,2026-03-11,REF63842050,Delayed payment
